Title,Company,Location,Type,Level,YearsExp,Country,Skills
Technical Support Engineer,Ray C - Security & Engineering Solutions,Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Telecommunication, Technical Support, CCTV, Networking, Installation, Maintenance"
Technical Support Engineer,Server Store,Helwan,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Technical Support, CCNA, MCSA, Linux, Cisco, CCNP, Hardware, Computer Engineering, Information Technology (IT), MCSE"
Technical Support Engineer ( SAP & Web...,Confidential,Riyadh,Part Time,Work From Home,5-7 Yrs of Exp,Saudi Arabia,"Software Development, SAP Developer, Programmer, WEB and APP developer, Information Technology (IT), Computer Science, Engineering"
Technical Support Engineer - Medical Software,Paxerahealth Corp,Sheraton,Full Time,Shift Based,1-3 Yrs of Exp,Cairo,"3 Vacancies, CCNA, MCSE, Customer Service, Customer Care, Technical Support, Computer Networking, Biomedical, Computer Science"
Technical Support Specialist,Allamna Integrated Solutions,Heliopolis,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Troubleshooting, Communication, Engineering, Telecom, Installation"
Technical Support Specialist,Confidential,Maadi,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Information Technology (IT), Linux, Computer Science, Technical Support, Customer Support, English, CSS, CPanel, Installation"
Technical Support Specialist,Premium Card,Dokki,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Males Only, Technical Support, Installing, Configuring, Computer Science, MCSA, CCNA, Information Technology (IT), Maintenance"
Technical Support Specialist,Spinneys Egypt,6th of October,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Information Technology (IT), Computer Hardware, Computer Systems, Software, Installation, Configuration, Computer Maintenance"
Technical Support Team Leader,Expand Cart,6th of October,Full Time,Manager,2-5 Yrs of Exp,Giza,"Technical Support, Customer Service, Customer Support, English, Customer Care, E-commerce, CSS, HTML, Management, IT, Grasp, SMEs"
Technical System Consultant,Tafeel,Cairo,Full Time,Experienced,4+ Yrs of Exp,Egypt,"IT, Computer Science, Computer Engineering, Technical Support, Troubleshooting, Customer Service, Customer Support, Maintenance"
Technical Team Lead,Trufla,Heliopolis,Full Time,Manager,7+ Yrs of Exp,Cairo,"Angular, javaScript, CSS, ReactJs, HTML, AWS, CD, CI, Computer Science, Interface, UI, Linux, Docker, jQuery"
Technical Team Leader,ExaServe LLC,Nasr City,Full Time,Manager,3-5 Yrs of Exp,Cairo,"Computer Science, Software Development, Manager, Management, Engineering, IT/Software Development"
Technical Team leader,API,Nasr City,Full Time,Part Time,5-20 Yrs of Exp,Cairo,"SQL, ASP.NET, TFS, Git, Software Development, Engineering, Information Technology (IT), Computer Science, IT/Software Development"
Technical Tender Engineer - Lighting Field,Electro,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"AutoCAD, Tendering, Electrical Engineering, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
Technical Trainer,Expand Cart,6th of October,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Information Technology (IT), Technical Training, Communication Skills, English, IT/Software Development, Training/Instructor"
Technical Trainer - HIMS/ERP,eDoctor Software,Dokki,Full Time,Experienced,2-5 Yrs of Exp,Giza,"ERP, Information Technology (IT), Training, Accounting, English, Education/Teaching, Training/Instructor"
Technical Writer,Expand Cart,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Technical Writing, Computer Science, English, Engineering, Documentation, Arabic, Content, Technical Support"
Technical Writer,KnowledgeNet,Nasr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Spring Stack, Technical Writing, Documentation, SDKs, Communication, Customer Service/Support"
Technical Writing Engineer,BEDO Company,6th of October,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Females Only, Biomedical Engineering, Chemical Engineering, Technical Writing Engineering, Documentation, R&D, Analytical Skills"
Technology CTO - Saudi Arabia - Riyadh,Enwan,Riyadh,Full Time,Manager,2-10 Yrs of Exp,Saudi Arabia,"Documentation, Entrepreneurship, Agile, Software Development, Information Technology (IT), Startup, Computer Science, CTO"
Telecommunications Engineer,Xceed,Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"CCNA, Engineering, Information Technology (IT), Computer Science, Telecommunication, Computer Skills, PRIS, CCC, English"
Telecommunications Project Coordinator,TelSupport,6th of October,Full Time,Experienced,6-10 Yrs of Exp,Giza,"Males Only, Telecommunication, Project Management, Engineering, Project/Program Management, Engineering - Telecom/Technology"
Telemarketer/Customer Service Agent - English,Easy Projects Egypt,Nasr City,Full Time,Part Time,1-5 Yrs of Exp,Cairo,"Customer Service, Telesales, English, Customer Support, Customer Care, Call Center, Sales Skills, Sales Target, Sales/Retail"
Telemarketing & Customer Service Agent,International Traders Company ITC,New Cairo,Full Time,Entry Level,1-7 Yrs of Exp,Cairo,"Customer Support, Telemarketing, Customer Service, Call Center, French, Customer Care, Writing, Telesales, Sales Skills, Sales/Retail"
Telemarketing Agent - UK Account,Easy Projects Egypt,Cairo,Full Time,Part Time,1-3 Yrs of Exp,Egypt,"1-3 Yrs of Exp, Telemarketing, Call Center, English, Telesales, Customer Care, Customer Service, Customer Support, Sales Target"
Telemarketing Agent - US Account,Pillars,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Telesales, Customer Service, Customer Support, English, Telemarketing, Customer Service/Support, Sales/Retail"
Telemarketing Agent- UK Account For NATIVE LEVEL...,Easy Projects Egypt,Nasr City,Work From Home,Entry Level,1-4 Yrs of Exp,Cairo,"Telesales, English, Sales Skills, Sales Target, Call Center, Customer Care, Customer Support, Customer Service, Sales/Retail"
Telesales & Social Media Moderator,Cap Marketing Solutions,Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Social Media, Customer Care, Customer Support, Customer Service/Support, Media/Journalism/Publishing"
Telesales Agent,Al Ismailia Pharmacy,Alexandria,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Sales Skills, Telesales, Customer Service/Support, Sales/Retail"
Telesales Agent,Aqarmap.com,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Advertising, Marketing, Sales Skills, Insurance, Sales Target, Outdoor Sales, Telesales, Property"
Telesales Agent,Brand Key,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Telesales, Sales Skills, Sales Target, Customer Service, Customer Support, Communication Skills, English, Customer Service/Support"
Telesales Agent,Confidential,Badr City,Full Time,Work From Home,3-7 Yrs of Exp,Cairo,"Females Only, Telesales, Customer Service, Sales Skills, Customer Care, Customer Support, Customer Service/Support, Sales/Retail"
Telesales Agent,Confidential,Mohandessin,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Sales Skills, Telesales, Communication Skills, Customer Service, Computer software, Customer Service/Support, Sales/Retail"
Telesales Agent,EL KHETA,Alexandria,Full Time,Work From Home,1-3 Yrs of Exp,Egypt,"3 Vacancies, Sales Skills, English, Telesales, Communication, Customer Service, Customer Service/Support, Sales/Retail"
Telesales Agent,Emarketing-egypt,Dokki,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Females Only, Sales Skills, Sales Target, Telesales, Telemarketing, Customer Service, Customer Care, Customer Support, Call Center"
Telesales Agent,English Capsules,Dokki,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Customer Service, Telesales, Sales Skills, English, Sales Target, Customer Support, Customer Care, Communication Skills, Sales/Retail"
Telesales Agent,Falcon Group,6th of October,Full Time,Work From Home,1-2 Yrs of Exp,Giza,"10 Vacancies, Females Only, Sales Skills, Sales Target, Customer Care, Customer Support, Call Center, Telemarketing, English"
Telesales Agent,Golden Mark,Sheraton,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Customer Service, Sales Skills, Telesales, Software, English, Customer Care, Customer Support, Customer Service/Support"
Telesales Agent,Insurance Brokerage Office,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Customer Service, Sales Skills, Telesales, Communication Skills, Customer Support, Customer Care, Insurance, Customer Service/Support"
Telesales Agent,Lasirena Group,Maadi,Full Time,Experienced,1-4 Yrs of Exp,Cairo,"Telesales, English, Customer Service, Negotiation Skills, Customer Care, Customer Support, Customer Service/Support, Sales/Retail"
Telesales Agent,Pull & Coach,Garden City,Full Time,Entry Level,1-4 Yrs of Exp,Cairo,"Customer Service, Sales Skills, Telesales, English, Customer Care, Customer Support, Customer Service/Support, Sales/Retail"
Telesales Agent,Talent 360,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Telesales, Communication Skills, Sales Skills, Customer Service/Support, Sales/Retail"
Telesales Agent,Travel Sawa,Nasr City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Communication Skills, Computer Skills, Customer Service, Customer Care, Customer Support, Telesales"
Telesales Agent,Unlimited Technology,Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Females Only, Sales Skills, Telesales, English, Customer Service/Support, Sales/Retail"
Telesales Agent (Training Field),"Bloom Business School, BBS",Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Training, Courses, Sales Target, Sales Person, Sales Executive, Sales/Retail"
Telesales Agent - Alexandria,Confidential,Alexandria,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Telesales, Customer Service, Customer Care, Customer Support, Microsoft Office, Tele Sales, Call Center, Customer Service/Support"
Telesales Agent- Vodafone IE - Giza,Majorel Egypt,6th of October,Full Time,Entry Level,0-1 Yrs of Exp,Giza,"Sales Skills, Customer Service, Customer Care, Customer Support, Telesales, Communication Skills, English, Customer Service/Support"
Telesales Associate,Aqarmap.com,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Advertising, Marketing, Sales Skills, Insurance, Sales Target, Outdoor Sales, Telesales, Property"
Telesales Associate - Cairo,Aqarmap.com,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Advertising, Marketing, Sales Skills, Insurance, Sales Target, Outdoor Sales, Telesales, Property"
Telesales Executive,4level1,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Startup, Telesales, Online Support, Sales Skills, Customer Service, Sales Target, Customer Service/Support, Sales/Retail"
Telesales Executive,Ebtkar,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Sales Skills, Customer Service, Customer Care, Customer Support, Call Center, Telesales, Communication, Negotiation Skills, MS Office"
Telesales Executive,OTO Courses,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Startup, Telesales, Sales Skills, Customer Service, Customer Care, Customer Support, B2C, Online Sales, Negotiation, English"
Telesales Manager,4level1,Maadi,Full Time,Manager,4-5 Yrs of Exp,Cairo,"Call Center, Management, Customer Service, Customer Care, Customer Support, Telesales, Sales Skills, Communication, Leadership"
Telesales Manager,Confidential,Hadayek Alahram,Full Time,Manager,4+ Yrs of Exp,Giza,"Telesales, Customer Service, Sales Target, Software, Zoho, Microsoft Office, Sales Skills, English, Management, Customer Service/Support"
Telesales Representative,Confidential,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Telesales, Sales Skills, Sales Target, Business Skills, Business Development, Customer Service/Support, Sales/Retail"
Telesales Representative,El Mansour Development,Mokattam,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Sales Skills, Telesales, Real Estate, Communication, Negotiation, MS Office, CRM, Customer Service, Sales Target, Sales/Retail"
Telesales Representative,Engosoft,Nasr City,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Sales Skills, Telesales, Real Estate, Insurance, Communication Skills, English, Banking, Customer Service, Customer Service/Support"
Telesales Representative,Engosoft,Nasr City,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Sales Skills, Telesales, Real Estate, Insurance, Communication Skills, Customer Service, English, Banking, Customer Service/Support"
Telesales Representative,Golden Take,Mohandessin,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Females Only, Customer Service, Telesales, Microsoft Office, Communication, Sales Skills, English, Presentation Skills, Sales/Retail"
Telesales Representative,Nanotech International For Solar Energy,Mohandessin,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Customer Service, Sales Skills, Telesales, Communication Skills, Customer Service/Support, Sales/Retail"
Telesales Representative,Paymob Solutions,Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Females Only, Telesales, Sales Skills, Sales Target, Call Center, Customer Service, Customer Care, Customer Support, Sales/Retail"
Telesales Representative,Teleperformance - Egypt,New Cairo,Full Time,Entry Level,null Yrs of Exp,Cairo,"Customer Service, Sales Skills, Telesales, Customer Service/Support, Sales/Retail"
Telesales Representative,Tri Real Estate,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Telesales, Sales Skills, Real Estate, Customer Service, Business Administration, Negotiation Skills, Sales Target, Sales/Retail"
Telesales Representative - (Medical),health tech group,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Females Preferred, Telesales Representative, Customer Service, Customer Support, Customer Care, Sales Skills, Sales Target, Sales/Retail"
Telesales Representative - Education Field,SYE English Community,Dokki,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Sales Skills, Customer Service, Customer Care, Customer Support, Customer Service/Support, Sales/Retail"
Telesales Representative - English Account,Majorel Egypt,6th of October,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Sales Skills, Customer Service, Customer Care, Customer Support, Telesales, MS Office, English, Communication Skills, Sales/Retail"
Telesales Representative - English Queue,Raya Contact Center,Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Telesales, Customer Service, Sales Skills, Customer Care, Customer Support, English, Customer Service/Support, Sales/Retail"
Telesales Representative - US Account,PROJECS,Sheikh Zayed,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Sales Skills, Customer Support, Customer Care, Telesales, English, Customer Service, Telemarketing, Call Center, Sales/Retail"
Telesales Representative - Vodafone IE,Majorel Egypt,6th of October,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Sales Skills, Sales Target, Customer Service, Telesales, Customer Care, Customer Support, Call Center, English, Sales/Retail"
Telesales Service Advisor,Alternative Education,Heliopolis,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Telesales, Indoor Sales, Phone Sales, Telemarketing, Sales Skills, Call Center, Customer Service, Customer Care, Customer Support"
Telesales Specialist,Aqarmap.com,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Advertising, Marketing, Sales Skills, Insurance, Sales Target, Outdoor Sales, Telesales, Property"
Tender Specialist,Sukari Gold Mines,Hurghada,Full Time,Experienced,3-5 Yrs of Exp,Red Sea,"Supply Chain, Procurement, Contract Specialist, Tendring, Tendering, Engineering, English, Legal, Logistics/Supply Chain"
Tendering Engineer,T.B.F.C,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Electrical Engineering, Construction, Primavera, Engineering - Construction/Civil/Architecture, Engineering - Mechanical/Electrical"
Territory Channels Sales Manager,Spectro,Maadi,Full Time,Manager,12-15 Yrs of Exp,Cairo,"Sales Skills, Indoor Sales, Business Development, Sales/Retail"
